Cl_pop,1,-0.95388,0.0058991,-0.017018,-0.01813,0.006099,-0.010237,0.0015407,0.0022871,0.019446,-0.014125
beta_Cl_tSCRMGDL,-0.95388,1,0.0018645,0.0131,0.0061913,-0.0052498,0.007715,-0.0064219,0.0016617,-0.014385,0.015032
V1_pop,0.0058991,0.0018645,1,-0.047956,-0.21241,0.011133,0.025755,-0.19724,0.17235,-0.014278,0.087075
beta_Q_logtWTKG,-0.017018,0.0131,-0.047956,1,0.15225,-0.012546,0.19404,0.045457,-0.082173,-0.23057,0.10805
V2_pop,-0.01813,0.0061913,-0.21241,0.15225,1,-0.017273,-0.040725,0.28575,-0.082056,-0.18417,0.040868
omega_Cl,0.006099,-0.0052498,0.011133,-0.012546,-0.017273,1,-0.010044,-0.0065853,-0.0081782,-0.0012919,-0.015187
omega_V1,-0.010237,0.007715,0.025755,0.19404,-0.040725,-0.010044,1,-0.28442,-0.23488,0.05564,-0.18926
omega_Q,0.0015407,-0.0064219,-0.19724,0.045457,0.28575,-0.0065853,-0.28442,1,0.046471,-0.17404,0.10124
omega_V2,0.0022871,0.0016617,0.17235,-0.082173,-0.082056,-0.0081782,-0.23488,0.046471,1,-0.12883,0.23024
a,0.019446,-0.014385,-0.014278,-0.23057,-0.18417,-0.0012919,0.05564,-0.17404,-0.12883,1,-0.59216
b,-0.014125,0.015032,0.087075,0.10805,0.040868,-0.015187,-0.18926,0.10124,0.23024,-0.59216,1
