standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.71394,0.0666667,-1.70842,0.0666667,-1.40476,0.0666667,-1.06789,0.0666667,All
-1.27562,0.133333,-0.6322,0.133333,-1.38275,0.133333,-0.941833,0.133333,All
-1.13845,0.2,-0.623015,0.2,-1.31914,0.2,-0.530802,0.2,All
-1.01134,0.266667,-0.602875,0.266667,-0.531382,0.266667,-0.330856,0.266667,All
-0.658489,0.333333,-0.509895,0.333333,-0.427584,0.333333,-0.306219,0.333333,All
-0.561644,0.4,-0.469929,0.4,-0.176536,0.4,-0.27069,0.4,All
-0.307144,0.466667,-0.407654,0.466667,0.0480756,0.466667,-0.231695,0.466667,All
0.123107,0.533333,-0.273644,0.533333,0.115199,0.533333,-0.0613502,0.533333,All
0.205917,0.6,-0.162074,0.6,0.315944,0.6,0.260914,0.6,All
0.575677,0.666667,0.464113,0.666667,0.389416,0.666667,0.329511,0.666667,All
0.802295,0.733333,0.475601,0.733333,0.394522,0.733333,0.745141,0.733333,All
0.994719,0.8,0.504434,0.8,0.40344,0.8,0.963776,0.8,All
1.1432,0.866667,0.57452,0.866667,0.410286,0.866667,1.1118,0.866667,All
1.24618,0.933333,0.779797,0.933333,1.13685,0.933333,1.16656,0.933333,All
1.34037,1,1.05864,1,1.6515,1,1.41576,1,All
4,1,4,1,4,1,4,1,All
