Cl_pop,1,0.025886,-0.012868,-0.034905,0.010945,-0.0085555,-0.0057842,0.016479,-0.0037662,0.013175,-0.013605
V1_pop,0.025886,1,-0.55738,-0.26973,0.015327,0.1458,-0.18207,0.22724,-0.072738,0.061755,-0.064361
Q_pop,-0.012868,-0.55738,1,0.16002,-0.01517,-0.2361,0.13124,-0.1429,0.097503,-0.074783,0.082098
V2_pop,-0.034905,-0.26973,0.16002,1,-0.021759,-0.099286,0.31532,-0.15357,-0.096259,0.029077,-0.026861
omega_Cl,0.010945,0.015327,-0.01517,-0.021759,1,-0.0021735,-0.0078107,0.0048444,0.032891,-0.036087,0.034294
omega_V1,-0.0085555,0.1458,-0.2361,-0.099286,-0.0021735,1,-0.33084,-0.18188,0.049501,-0.013025,0.00043596
omega_Q,-0.0057842,-0.18207,0.13124,0.31532,-0.0078107,-0.33084,1,0.029673,-0.13956,0.062997,-0.057689
omega_V2,0.016479,0.22724,-0.1429,-0.15357,0.0048444,-0.18188,0.029673,1,-0.075449,-0.0087655,0.020824
a,-0.0037662,-0.072738,0.097503,-0.096259,0.032891,0.049501,-0.13956,-0.075449,1,-0.7635,0.73521
b,0.013175,0.061755,-0.074783,0.029077,-0.036087,-0.013025,0.062997,-0.0087655,-0.7635,1,-0.99738
c,-0.013605,-0.064361,0.082098,-0.026861,0.034294,0.00043596,-0.057689,0.020824,0.73521,-0.99738,1
